ID,University Name,Year,Win,Loss,Off.Rank,Off.Plays,Off.Yards,Off.Yards.Play,Off.TDs,Total.TDs,Off.Yards.per.Game,Def.Rank,Def.Plays,Yards.Allowed,Yards.Play.Allowed,Off.TDs.Allowed,Total.TDs.Allowed,Yards.Per.Game.Allowed,First.Down.Rank,First.Down.Runs,First.Down.Passes,First.Down.Penalties,First.Downs,First.Down.Def.Rank,Opp.First.Down.Runs
Kent St. - 2019,Kent St. ,2019,7,6,66,905,5273,5.83,41,405.6,121,974,6155,6.32,52,52,473.5,129,168,129,27,324,129,168,129
Kentucky - 2019,Kentucky ,2019,8,5,76,830,5102,6.15,45,392.5,21,796,4220,5.3,30,32,324.6,19,99,104,22,225,19,99,104
La.-Monroe - 2019,La.-Monroe ,2019,5,7,17,868,5531,6.37,50,460.9,128,865,5802,6.71,56,61,483.5,105,157,105,21,283,105,157,105
Liberty - 2019,Liberty ,2019,8,5,32,887,5712,6.44,54,439.4,80,926,5319,5.74,45,46,409.2,87,118,124,31,273,87,118,124
Louisiana - 2019,Louisiana ,2019,11,3,8,987,6918,7.01,69,494.1,47,955,5205,5.45,32,33,371.8,118,147,120,29,296,118,147,120
Louisiana Tech - 2019,Louisiana Tech ,2019,10,3,35,933,5679,6.09,48,436.8,53,941,4910,5.22,33,35,377.7,77,97,153,19,269,77,97,153
Louisville - 2019,Louisville ,2019,8,5,24,871,5815,6.68,55,447.3,102,904,5719,6.33,58,58,439.9,111,127,137,22,286,111,127,137
LSU - 2019,LSU ,2019,15,0,1,1080,8526,7.89,93,568.4,31,1008,5153,5.11,39,42,343.5,105,87,158,38,283,105,87,158
Marshall - 2019,Marshall ,2019,8,5,73,887,5119,5.77,37,393.8,57,891,4935,5.54,39,41,379.6,73,106,132,29,267,73,106,132
Maryland - 2019,Maryland ,2019,3,9,109,767,4121,5.37,39,343.4,109,906,5390,5.95,50,53,449.2,94,122,137,17,276,94,122,137
Massachusetts - 2019,Massachusetts ,2019,1,11,126,822,3517,4.28,29,293.1,130,867,6734,7.77,82,86,561.2,127,162,135,14,311,127,162,135
Memphis - 2019,Memphis ,2019,12,2,10,992,6791,6.85,65,485.1,61,999,5369,5.37,42,45,383.5,104,134,120,28,282,104,134,120
Miami - 2019,Miami ,2019,6,7,98,844,4774,5.66,43,367.2,13,849,4028,4.74,29,30,309.8,13,83,106,30,219,13,83,106
Miami - 2019,Miami ,2019,8,6,122,870,4328,4.97,33,309.1,60,1014,5347,5.27,50,52,381.9,121,142,132,27,301,121,142,132
Michigan - 2019,Michigan ,2019,9,4,68,905,5220,5.77,51,401.5,11,846,3994,4.72,36,37,307.2,22,95,103,28,226,22,95,103
Michigan St. - 2019,Michigan St. ,2019,7,6,95,932,4835,5.19,29,371.9,18,843,4181,4.96,35,37,321.6,19,85,115,25,225,19,85,115
Middle Tenn. - 2019,Middle Tenn. ,2019,4,8,59,771,4900,6.36,40,408.3,114,888,5512,6.21,42,43,459.3,98,128,138,12,278,98,128,138
Minnesota - 2019,Minnesota ,2019,11,2,42,883,5616,6.36,56,432,10,787,3986,5.06,32,37,306.6,24,92,119,18,229,24,92,119
Mississippi St. - 2019,Mississippi St. ,2019,6,7,70,844,5201,6.16,46,400.1,73,824,5189,6.3,47,49,399.2,66,108,136,20,264,66,108,136
Missouri - 2019,Missouri ,2019,6,6,93,852,4491,5.27,31,374.3,14,771,3744,4.86,27,28,312,1,76,91,28,195,1,76,91
Navy - 2019,Navy ,2019,11,2,19,877,5925,6.76,62,455.8,16,777,4084,5.26,32,36,314.2,3,84,102,12,198,3,84,102
NC State - 2019,NC State ,2019,4,8,88,881,4563,5.18,28,380.3,72,857,4787,5.59,45,46,398.9,49,87,142,28,257,49,87,142
Nebraska - 2019,Nebraska ,2019,5,7,55,867,4990,5.76,39,415.8,64,832,4666,5.61,39,41,388.8,32,116,109,14,239,32,116,109
Nevada - 2019,Nevada ,2019,7,6,101,946,4749,5.02,30,365.3,75,857,5201,6.07,49,52,400.1,51,110,136,12,258,51,110,136
New Mexico - 2019,New Mexico ,2019,2,10,69,832,4803,5.77,33,400.3,129,868,5828,6.71,56,59,485.7,77,101,143,25,269,77,101,143
New Mexico St. - 2019,New Mexico St. ,2019,2,10,102,832,4333,5.21,31,361.1,126,875,5759,6.58,56,61,479.9,105,147,120,16,283,105,147,120
North Carolina - 2019,North Carolina ,2019,7,6,12,959,6162,6.43,52,474,49,893,4851,5.43,37,38,373.2,47,93,134,26,253,47,93,134
North Texas - 2019,North Texas ,2019,4,8,54,850,5023,5.91,44,418.6,81,860,4931,5.73,45,50,410.9,58,116,120,25,261,58,116,120
Northern Ill. - 2019,Northern Ill. ,2019,5,7,104,824,4304,5.22,29,358.7,63,763,4638,6.08,43,43,386.5,15,101,103,20,224,15,101,103
Northwestern - 2019,Northwestern ,2019,3,9,124,842,3565,4.23,23,297.1,25,796,4028,5.06,31,34,335.7,7,81,108,22,211,7,81,108
Notre Dame - 2019,Notre Dame ,2019,11,2,43,886,5608,6.33,57,431.4,18,894,4181,4.68,25,26,321.6,29,118,102,15,235,29,118,102
Ohio - 2019,Ohio ,2019,7,6,29,861,5749,6.68,57,442.2,76,882,5248,5.95,42,43,403.7,79,123,127,20,270,79,123,127
Ohio St. - 2019,Ohio St. ,2019,13,1,4,1069,7419,6.94,87,529.9,1,881,3636,4.13,23,23,259.7,11,99,89,29,217,11,99,89
Oklahoma - 2019,Oklahoma ,2019,12,2,3,946,7527,7.96,74,537.6,38,886,4990,5.63,47,48,356.4,98,98,138,42,278,98,98,138
Oklahoma St. - 2019,Oklahoma St. ,2019,8,5,21,924,5901,6.39,50,453.9,82,926,5360,5.79,41,43,412.3,80,117,135,19,271,80,117,135
Old Dominion - 2019,Old Dominion ,2019,1,11,128,810,3285,4.06,21,273.8,46,787,4453,5.66,42,45,371.1,34,103,115,23,241,34,103,115
Ole Miss - 2019,Ole Miss ,2019,4,8,26,891,5343,6,40,445.3,85,859,5001,5.82,36,39,416.8,73,104,146,17,267,73,104,146
Oregon - 2019,Oregon ,2019,12,2,40,956,6063,6.34,61,433.1,22,973,4607,4.73,23,24,329.1,73,94,139,34,267,73,94,139
Oregon St. - 2019,Oregon St. ,2019,5,7,58,830,4941,5.95,51,411.8,108,884,5348,6.05,49,52,445.7,114,114,149,28,291,114,114,149
Penn St. - 2019,Penn St. ,2019,11,2,57,885,5355,6.05,59,411.9,34,935,4504,4.82,23,23,346.5,37,87,140,19,246,37,87,140
Pittsburgh - 2019,Pittsburgh ,2019,8,5,87,954,4946,5.18,28,380.5,15,905,4068,4.5,31,33,312.9,30,88,107,41,236,30,88,107
Purdue - 2019,Purdue ,2019,4,8,75,862,4718,5.47,38,393.2,100,869,5235,6.02,45,46,436.3,58,119,128,14,261,58,119,128
Rice - 2019,Rice ,2019,3,9,125,753,3530,4.69,27,294.2,58,764,4563,5.97,37,40,380.3,15,84,130,10,224,15,84,130
Rutgers - 2019,Rutgers ,2019,2,10,129,735,3277,4.46,18,273.1,98,837,5203,6.22,54,59,433.6,87,119,126,28,273,87,119,126
San Diego St. - 2019,San Diego St. ,2019,10,3,110,933,4461,4.78,27,343.2,5,804,3741,4.65,18,19,287.8,3,67,114,17,198,3,67,114
San Jose St. - 2019,San Jose St. ,2019,5,7,50,805,5129,6.37,43,427.4,106,918,5325,5.8,46,49,443.8,102,154,108,18,280,102,154,108
SMU - 2019,SMU ,2019,10,3,9,1037,6368,6.14,70,489.8,107,1004,5785,5.76,50,53,445,122,105,167,30,302,122,105,167
South Alabama - 2019,South Alabama ,2019,2,10,113,791,3963,5.01,29,330.3,79,850,4905,5.77,39,44,408.8,48,119,120,16,255,48,119,120
South Carolina - 2019,South Carolina ,2019,4,8,96,862,4463,5.18,30,371.9,66,854,4719,5.53,32,37,393.3,37,97,127,22,246,37,97,127
South Fla. - 2019,South Fla. ,2019,4,8,112,773,3970,5.14,33,330.8,71,887,4777,5.39,42,45,398.1,91,154,93,27,274,91,154,93
Southern California - 2019,Southern California ,2019,8,5,20,908,5920,6.52,53,455.4,78,928,5313,5.73,43,47,408.7,119,124,141,32,297,119,124,141
Southern Miss. - 2019,Southern Miss. ,2019,7,6,63,872,5291,6.07,37,407,37,803,4583,5.71,41,44,352.5,19,83,124,18,225,19,83,124
Stanford - 2019,Stanford ,2019,4,8,97,790,4415,5.59,26,367.9,93,819,5163,6.3,44,45,430.3,91,102,153,19,274,91,102,153
Syracuse - 2019,Syracuse ,2019,5,7,71,909,4735,5.21,39,394.6,115,918,5569,6.07,47,47,464.1,105,119,137,27,283,105,119,137
TCU - 2019,TCU ,2019,5,7,62,905,4892,5.41,38,407.7,27,769,4043,5.26,38,39,336.9,1,81,92,22,195,1,81,92
Temple - 2019,Temple ,2019,8,5,77,951,5096,5.36,42,392,54,996,4912,4.93,40,43,377.8,103,121,124,36,281,103,121,124
Tennessee - 2019,Tennessee ,2019,8,5,100,821,4752,5.79,32,365.5,23,868,4348,5.01,31,34,334.5,49,117,115,25,257,49,117,115
Texas - 2019,Texas ,2019,8,5,14,950,6056,6.37,58,465.8,97,918,5609,6.11,41,42,431.5,115,100,164,28,292,115,100,164
Texas A&M - 2019,Texas A&M ,2019,8,5,72,881,5128,5.82,46,394.5,29,842,4423,5.25,32,35,340.2,43,101,127,22,250,43,101,127
Texas St. - 2019,Texas St. ,2019,3,9,121,768,3814,4.97,25,317.8,86,875,5005,5.72,49,51,417.1,55,134,104,21,259,55,134,104
Texas Tech - 2019,Texas Tech ,2019,4,8,11,935,5691,6.09,44,474.3,127,874,5764,6.59,45,46,480.3,68,98,147,20,265,68,98,147
Toledo - 2019,Toledo ,2019,6,6,36,856,5209,6.09,42,434.1,123,862,5708,6.62,50,50,475.7,95,119,135,23,277,95,119,135
Troy - 2019,Troy ,2019,5,7,18,893,5475,6.13,49,456.3,99,840,5210,6.2,50,53,434.2,68,106,139,20,265,68,106,139
Tulane - 2019,Tulane ,2019,7,6,22,948,5841,6.16,52,449.3,51,892,4901,5.49,41,43,377,43,109,120,21,250,43,109,120
Tulsa - 2019,Tulsa ,2019,4,8,53,947,5036,5.32,38,419.7,70,835,4737,5.67,43,48,394.8,26,103,99,31,233,26,103,99
UAB - 2019,UAB ,2019,9,5,105,896,4926,5.5,36,351.9,8,897,4226,4.71,35,38,301.9,33,88,101,51,240,33,88,101
UCF - 2019,UCF ,2019,10,3,2,1016,7026,6.92,70,540.5,32,985,4499,4.57,31,36,346.1,63,111,120,31,262,63,111,120
UCLA - 2019,UCLA ,2019,4,8,65,916,4868,5.31,40,405.7,113,816,5475,6.71,53,55,456.3,65,88,156,19,263,65,88,156
UConn - 2019,UConn ,2019,2,10,108,810,4136,5.11,27,344.7,116,800,5602,7,62,67,466.8,110,130,126,28,284,110,130,126
UNLV - 2019,UNLV ,2019,4,8,92,831,4492,5.41,37,374.3,105,848,5308,6.26,44,49,442.3,58,106,137,18,261,58,106,137
Utah - 2019,Utah ,2019,11,3,48,912,6006,6.59,54,429,2,813,3769,4.64,25,25,269.2,6,71,116,21,208,6,71,116
Utah St. - 2019,Utah St. ,2019,7,6,44,965,5607,5.81,40,431.3,103,1016,5727,5.64,49,53,440.5,123,148,138,18,304,123,148,138
UTEP - 2019,UTEP ,2019,1,11,116,768,3950,5.14,27,329.2,95,765,5170,6.76,52,54,430.8,43,106,128,16,250,43,106,128
UTSA - 2019,UTSA ,2019,4,8,107,819,4139,5.05,28,344.9,92,790,5149,6.52,49,51,429.1,80,112,133,26,271,80,112,133
Vanderbilt - 2019,Vanderbilt ,2019,3,9,123,744,3592,4.83,21,299.3,101,798,5239,6.57,48,50,436.6,66,131,109,24,264,66,131,109
Virginia - 2019,Virginia ,2019,9,5,81,962,5445,5.66,51,388.9,48,906,5206,5.75,46,48,371.9,71,117,125,24,266,71,117,125
Virginia Tech - 2019,Virginia Tech ,2019,8,5,86,883,5007,5.67,46,385.2,42,898,4723,5.26,39,41,363.3,27,92,117,25,234,27,92,117
Wake Forest - 2019,Wake Forest ,2019,8,5,15,1055,6032,5.72,49,464,84,936,5414,5.78,42,47,416.5,85,109,149,14,272,85,109,149
Washington - 2019,Washington ,2019,8,5,79,872,5086,5.83,48,391.2,35,887,4532,5.11,28,30,348.6,55,106,130,23,259,55,106,130
Washington St. - 2019,Washington St. ,2019,6,7,7,920,6568,7.14,62,505.2,111,886,5882,6.64,50,53,452.5,119,131,139,27,297,119,131,139
West Virginia - 2019,West Virginia ,2019,5,7,119,788,3863,4.9,28,321.9,74,874,4792,5.48,40,43,399.3,80,122,130,19,271,80,122,130
Western Ky. - 2019,Western Ky. ,2019,9,4,84,900,5041,5.6,38,387.8,24,835,4361,5.22,28,32,335.5,15,103,99,22,224,15,103,99
Western Mich. - 2019,Western Mich. ,2019,7,6,25,916,5794,6.33,56,445.7,87,932,5456,5.85,39,40,419.7,116,117,153,23,293,116,117,153
Wisconsin - 2019,Wisconsin ,2019,10,4,38,963,6065,6.3,56,433.2,4,839,4020,4.79,29,30,287.1,23,78,121,28,227,23,78,121
Wyoming - 2019,Wyoming ,2019,8,5,106,831,4562,5.49,38,350.9,43,941,4729,5.03,25,25,363.8,71,90,154,22,266,71,90,154
Air Force - 2020,Air Force ,2020,3,3,73,373,2336,6.26,19,389.3,8,360,1820,5.06,11,12,303.3,14,52,46,8,106,14,52,46
Akron - 2020,Akron ,2020,1,5,121,360,1687,4.69,12,281.2,110,365,2759,7.56,31,34,459.8,24,68,49,7,124,24,68,49
Alabama - 2020,Alabama ,2020,11,0,5,764,5983,7.83,68,543.9,33,767,3863,5.04,25,25,351.2,92,76,119,21,216,92,76,119
App State - 2020,App State ,2020,9,3,26,845,5424,6.42,49,452,18,798,3946,4.94,27,30,328.8,101,105,95,23,223,101,105,95
Arizona - 2020,Arizona ,2020,0,5,86,373,1847,4.95,10,369.4,116,351,2365,6.74,25,26,473,16,55,43,10,108,16,55,43
Arizona St. - 2020,Arizona St. ,2020,2,2,20,252,1834,7.28,21,458.5,89,322,1743,5.41,13,13,435.8,10,49,40,4,93,10,49,40
Arkansas - 2020,Arkansas ,2020,3,7,67,678,3915,5.77,31,391.5,105,799,4517,5.65,39,43,451.7,120,103,134,18,255,120,103,134
Arkansas St. - 2020,Arkansas St. ,2020,4,7,13,849,5387,6.35,46,489.7,115,821,5171,6.3,51,53,470.1,123,88,153,19,260,123,88,153
Army West Point - 2020,Army West Point ,2020,9,2,112,727,3574,4.92,37,324.9,2,592,2982,5.04,18,20,271.1,43,62,72,13,147,43,62,72
Auburn - 2020,Auburn ,2020,6,4,75,685,3850,5.62,26,385,61,708,4009,5.66,31,31,400.9,103,97,114,16,227,103,97,114
Ball St. - 2020,Ball St. ,2020,6,1,24,547,3176,5.81,28,453.7,93,511,3092,6.05,25,25,441.7,58,58,94,14,166,58,58,94
Baylor - 2020,Baylor ,2020,2,7,118,629,2792,4.44,22,310.2,50,625,3451,5.52,32,33,383.4,66,80,83,13,176,66,80,83
Boise St. - 2020,Boise St. ,2020,5,2,98,451,2443,5.42,25,349,44,497,2613,5.26,23,23,373.3,37,59,65,16,140,37,59,65
Boston College - 2020,Boston College ,2020,6,5,74,751,4245,5.65,34,385.9,73,750,4585,6.11,39,39,416.8,114,102,115,29,246,114,102,115
Bowling Green - 2020,Bowling Green ,2020,0,5,111,314,1632,5.2,6,326.4,117,356,2379,6.68,28,30,475.8,20,74,37,8,119,20,74,37
Buffalo - 2020,Buffalo ,2020,6,1,17,457,3349,7.33,39,478.4,36,483,2513,5.2,18,19,359,35,65,60,14,139,35,65,60
BYU - 2020,BYU ,2020,11,1,7,799,6266,7.84,68,522.2,13,793,3809,4.8,23,23,317.4,92,89,115,12,216,92,89,115
California - 2020,California ,2020,1,3,115,286,1278,4.47,10,319.5,41,258,1468,5.69,14,14,367,3,34,35,5,74,3,34,35
Central Mich. - 2020,Central Mich. ,2020,3,3,46,433,2522,5.82,23,420.3,83,439,2566,5.85,22,23,427.7,29,48,68,13,129,29,48,68
Charlotte - 2020,Charlotte ,2020,2,4,81,416,2266,5.45,21,377.7,76,384,2517,6.55,25,26,419.5,28,58,57,12,127,28,58,57
Cincinnati - 2020,Cincinnati ,2020,9,0,19,612,4205,6.87,46,467.2,11,647,2830,4.37,15,16,314.4,65,68,80,27,175,65,68,80
Clemson - 2020,Clemson ,2020,10,1,10,831,5584,6.72,60,507.6,6,709,3283,4.63,19,23,298.5,58,55,90,21,166,58,55,90
Coastal Carolina - 2020,Coastal Carolina ,2020,11,0,27,740,4915,6.64,55,446.8,25,699,3748,5.36,24,25,340.7,74,86,98,13,197,74,86,98
Colorado - 2020,Colorado ,2020,4,1,45,375,2105,5.61,18,421,45,348,1884,5.41,14,15,376.8,13,33,52,17,102,13,33,52
Colorado St. - 2020,Colorado St. ,2020,1,3,114,272,1294,4.76,10,323.5,35,298,1435,4.82,13,18,358.8,4,27,47,5,79,4,27,47
Duke - 2020,Duke ,2020,2,9,80,829,4173,5.03,30,379.4,97,783,4893,6.25,53,56,444.8,115,121,111,15,247,115,121,111
East Carolina - 2020,East Carolina ,2020,3,6,58,655,3624,5.53,30,402.7,101,648,4026,6.21,40,42,447.3,78,86,104,13,203,78,86,104
Eastern Mich. - 2020,Eastern Mich. ,2020,2,4,61,418,2402,5.75,23,400.3,122,460,2941,6.39,26,27,490.2,55,88,58,14,160,55,88,58
FIU - 2020,FIU ,2020,0,5,122,306,1404,4.59,13,280.8,79,367,2114,5.76,17,19,422.8,18,58,47,10,115,18,58,47
Fla. Atlantic - 2020,Fla. Atlantic ,2020,5,4,113,595,2921,4.91,20,324.6,28,601,3080,5.12,15,17,342.2,54,78,74,7,159,54,78,74
Florida - 2020,Florida ,2020,8,3,9,756,5597,7.4,56,508.8,63,782,4452,5.69,38,41,404.7,117,103,129,17,249,117,103,129
Florida St. - 2020,Florida St. ,2020,3,6,62,644,3570,5.54,29,396.7,106,635,4107,6.47,41,43,456.3,90,91,96,28,215,90,91,96
Fresno St. - 2020,Fresno St. ,2020,3,3,16,464,2876,6.2,26,479.3,84,420,2580,6.14,22,23,430,19,60,50,7,117,19,60,50
Ga. Southern - 2020,Ga. Southern ,2020,8,5,84,814,4826,5.93,38,371.2,15,828,4234,5.11,30,33,325.7,103,88,121,18,227,103,88,121
Georgia - 2020,Georgia ,2020,7,2,44,620,3792,6.12,35,421.3,14,597,2905,4.87,20,21,322.8,63,51,101,17,169,63,51,101
Georgia St. - 2020,Georgia St. ,2020,5,4,48,664,3759,5.66,35,417.7,81,672,3819,5.68,36,40,424.3,78,65,118,20,203,78,65,118
Georgia Tech - 2020,Georgia Tech ,2020,3,7,72,691,3899,5.64,32,389.9,109,784,4593,5.86,43,46,459.3,112,101,117,23,241,112,101,117
Hawaii - 2020,Hawaii ,2020,5,4,77,640,3455,5.4,29,383.9,68,645,3679,5.7,29,31,408.8,72,104,81,11,196,72,104,81
Houston - 2020,Houston ,2020,3,5,54,590,3271,5.54,27,408.9,58,552,3188,5.78,28,33,398.5,58,72,79,15,166,58,72,79
Illinois - 2020,Illinois ,2020,2,6,98,521,2792,5.36,19,349,114,572,3753,6.56,35,37,469.1,72,96,87,13,196,72,96,87
Indiana - 2020,Indiana ,2020,6,1,95,485,2507,5.17,26,358.1,37,468,2532,5.41,17,18,361.7,32,53,73,8,134,32,53,73
Iowa - 2020,Iowa ,2020,6,2,87,544,2949,5.42,27,368.6,10,578,2510,4.34,17,17,313.8,38,58,78,5,141,38,58,78
Iowa St. - 2020,Iowa St. ,2020,8,3,31,743,4852,6.53,47,441.1,29,715,3773,5.28,23,29,343,76,73,116,11,200,76,73,116
Kansas - 2020,Kansas ,2020,0,9,126,637,2333,3.66,16,259.2,108,623,4133,6.63,44,52,459.2,87,112,84,14,210,87,112,84
Kansas St. - 2020,Kansas St. ,2020,4,6,106,601,3374,5.61,29,337.4,96,728,4447,6.11,40,42,444.7,106,89,121,19,229,106,89,121
Kent St. - 2020,Kent St. ,2020,3,1,1,326,2426,7.44,27,606.5,80,261,1696,6.5,21,21,424,8,45,31,11,87,8,45,31
Kentucky - 2020,Kentucky ,2020,4,6,117,611,3118,5.1,24,311.8,53,698,3870,5.54,33,35,387,102,95,107,22,224,102,95,107
Liberty - 2020,Liberty ,2020,9,1,14,720,4835,6.72,48,483.5,7,602,3012,5,25,26,301.2,62,71,80,16,167,62,71,80
Louisiana - 2020,Louisiana ,2020,9,1,43,670,4226,6.31,41,422.6,31,730,3478,4.76,27,27,347.8,83,106,79,22,207,83,106,79
Louisiana Tech - 2020,Louisiana Tech ,2020,5,5,116,703,3158,4.49,31,315.8,82,699,4273,6.11,44,45,427.3,84,97,96,15,208,84,97,96
Louisville - 2020,Louisville ,2020,4,7,28,735,4886,6.65,41,444.2,42,704,4060,5.77,34,35,369.1,76,99,87,14,200,76,99,87
LSU - 2020,LSU ,2020,5,5,35,786,4339,5.52,33,433.9,124,678,4920,7.26,42,45,492,95,87,120,12,219,95,87,120
Marshall - 2020,Marshall ,2020,7,3,70,668,3913,5.86,37,391.3,3,635,2794,4.4,14,15,279.4,64,65,79,27,171,64,65,79
Maryland - 2020,Maryland ,2020,2,3,53,310,2045,6.6,14,409,84,401,2150,5.36,20,20,430,25,58,53,15,126,25,58,53
Massachusetts - 2020,Massachusetts ,2020,0,4,127,217,750,3.46,1,187.5,118,279,1928,6.91,21,21,482,12,55,37,8,100,12,55,37
Memphis - 2020,Memphis ,2020,8,3,25,819,4984,6.09,40,453.1,87,841,4777,5.68,37,39,434.3,118,93,143,14,250,118,93,143
Miami - 2020,Miami ,2020,8,2,36,725,4326,5.97,40,432.6,65,720,4074,5.66,31,32,407.4,106,96,107,26,229,106,96,107
Miami - 2020,Miami ,2020,2,1,90,185,1096,5.92,10,365.3,55,195,1181,6.06,11,11,393.7,2,19,35,8,62,2,19,35
Michigan - 2020,Michigan ,2020,2,4,78,385,2291,5.95,21,381.8,88,466,2606,5.59,26,26,434.3,40,57,73,14,144,40,57,73
Michigan St. - 2020,Michigan St. ,2020,2,5,109,481,2312,4.81,13,330.3,57,527,2777,5.27,28,32,396.7,44,53,83,13,149,44,53,83
Middle Tenn. - 2020,Middle Tenn. ,2020,3,6,89,636,3293,5.18,25,365.9,99,663,4014,6.05,40,41,446,84,105,92,11,208,84,105,92
Minnesota - 2020,Minnesota ,2020,3,4,65,482,2752,5.71,26,393.1,72,422,2911,6.9,27,28,415.9,39,69,64,10,143,39,69,64
Mississippi St. - 2020,Mississippi St. ,2020,3,7,103,701,3471,4.95,22,347.1,47,694,3803,5.48,31,35,380.3,84,82,107,19,208,84,82,107
Missouri - 2020,Missouri ,2020,5,5,59,714,4020,5.63,30,402,67,669,4080,6.1,40,42,408,95,92,108,19,219,95,92,108
Navy - 2020,Navy ,2020,3,7,124,607,2750,4.53,21,275,51,644,3855,5.99,34,34,385.5,75,105,80,13,198,75,105,80
NC State - 2020,NC State ,2020,8,3,69,768,4306,5.61,41,391.5,74,841,4600,5.47,36,39,418.2,124,104,128,32,264,124,104,128
Nebraska - 2020,Nebraska ,2020,3,5,67,563,3132,5.56,20,391.5,52,566,3092,5.46,25,27,386.5,58,69,83,14,166,58,69,83
Nevada - 2020,Nevada ,2020,7,2,30,615,3973,6.46,34,441.4,46,630,3399,5.4,25,26,377.7,68,65,100,15,180,68,65,100
New Mexico - 2020,New Mexico ,2020,2,5,64,504,2756,5.47,20,393.7,100,460,3130,6.8,27,28,447.1,42,57,74,14,145,42,57,74
North Carolina - 2020,North Carolina ,2020,8,3,4,784,6123,7.81,63,556.6,56,768,4354,5.67,37,39,395.8,111,95,115,28,238,111,95,115
North Texas - 2020,North Texas ,2020,4,6,8,779,5132,6.59,46,513.2,126,752,5221,6.94,57,58,522.1,119,120,110,22,252,119,120,110
Northern Ill. - 2020,Northern Ill. ,2020,0,6,88,442,2205,4.99,18,367.5,75,379,2513,6.63,24,30,418.8,25,53,65,8,126,25,53,65
Northwestern - 2020,Northwestern ,2020,6,2,100,592,2789,4.71,23,348.6,23,563,2710,4.81,11,12,338.8,47,74,68,11,153,47,74,68
Notre Dame - 2020,Notre Dame ,2020,10,1,22,788,5007,6.35,46,455.2,20,687,3686,5.37,22,23,335.1,70,65,103,18,186,70,65,103
Ohio - 2020,Ohio ,2020,2,1,92,171,1088,6.36,12,362.7,54,213,1167,5.48,6,6,389,1,28,26,2,56,1,28,26
Ohio St. - 2020,Ohio St. ,2020,6,0,6,436,3175,7.28,31,529.2,34,396,2148,5.42,15,16,358,17,30,71,9,110,17,30,71
Oklahoma - 2020,Oklahoma ,2020,8,2,18,716,4758,6.65,51,475.8,19,659,3336,5.06,28,28,333.6,67,52,94,31,177,67,52,94
Oklahoma St. - 2020,Oklahoma St. ,2020,7,3,40,766,4277,5.58,30,427.7,40,706,3657,5.18,27,28,365.7,69,80,82,19,181,69,80,82
Ole Miss - 2020,Ole Miss ,2020,4,5,3,717,5062,7.06,50,562.4,127,693,4821,6.96,45,48,535.7,116,96,140,12,248,116,96,140
Oregon - 2020,Oregon ,2020,4,2,38,382,2578,6.75,26,429.7,69,446,2457,5.51,20,21,409.5,30,44,74,13,131,30,44,74
Oregon St. - 2020,Oregon St. ,2020,2,5,55,491,2862,5.83,26,408.9,94,477,3096,6.49,28,29,442.3,49,75,66,14,155,49,75,66
Penn St. - 2020,Penn St. ,2020,4,5,37,709,3873,5.46,32,430.3,17,585,2959,5.06,28,31,328.8,50,69,75,12,156,50,69,75
Pittsburgh - 2020,Pittsburgh ,2020,6,5,79,814,4176,5.13,34,379.6,24,765,3735,4.88,34,35,339.5,82,76,101,29,206,82,76,101
Purdue - 2020,Purdue ,2020,2,4,71,411,2343,5.7,19,390.5,59,445,2394,5.38,21,22,399,30,50,67,14,131,30,50,67
Rice - 2020,Rice ,2020,2,3,107,349,1658,4.75,12,331.6,27,300,1708,5.69,10,11,341.6,7,38,41,3,82,7,38,41
Rutgers - 2020,Rutgers ,2020,3,6,105,658,3052,4.64,27,339.1,103,687,4042,5.88,35,36,449.1,89,92,98,23,213,89,92,98
San Diego St. - 2020,San Diego St. ,2020,4,4,97,560,2806,5.01,20,350.8,4,520,2268,4.36,16,16,283.5,23,51,59,12,122,23,51,59
San Jose St. - 2020,San Jose St. ,2020,7,0,29,456,3100,6.8,26,442.9,22,489,2367,4.84,14,15,338.1,33,51,75,9,135,33,51,75
SMU - 2020,SMU ,2020,7,3,11,753,4945,6.57,47,494.5,78,748,4222,5.64,41,41,422.2,105,98,115,15,228,105,98,115
South Alabama - 2020,South Alabama ,2020,4,7,94,770,3944,5.12,25,358.5,90,745,4800,6.44,37,37,436.4,108,90,130,11,231,108,90,130
South Carolina - 2020,South Carolina ,2020,2,8,96,664,3551,5.35,29,355.1,104,688,4515,6.56,44,47,451.5,110,113,106,15,234,110,113,106
South Fla. - 2020,South Fla. ,2020,1,8,90,650,3288,5.06,23,365.3,92,656,3973,6.06,41,47,441.4,87,99,97,14,210,87,99,97
Southern California - 2020,Southern California ,2020,5,1,49,449,2500,5.57,25,416.7,43,404,2218,5.49,18,19,369.7,25,55,58,13,126,25,55,58
Southern Miss. - 2020,Southern Miss. ,2020,3,7,83,643,3720,5.79,30,372,62,697,4017,5.76,41,42,401.7,90,102,103,10,215,90,102,103
Stanford - 2020,Stanford ,2020,4,2,47,420,2521,6,22,420.2,91,400,2632,6.58,24,25,438.7,35,72,58,9,139,35,72,58
Syracuse - 2020,Syracuse ,2020,1,10,125,656,2918,4.45,20,265.3,112,877,5103,5.82,43,45,463.9,126,124,130,28,282,126,124,130
TCU - 2020,TCU ,2020,6,4,51,685,4110,6,34,411,32,659,3509,5.32,27,29,350.9,56,58,89,15,162,56,58,89
